id,isResult,side,h,a,goals,xG,datetime,forecast,result
22835,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '223', 'title': 'Girona', 'short_title': 'GIR'}","{'h': '2', 'a': '4'}","{'h': '4.25448', 'a': '2.93797'}",2023-12-10 20:00:00,"{'w': 0.618067163495238, 'd': 0.13543337440650108, 'l': 0.24645916151915628}",l
22850,True,a,"{'id': '146', 'title': 'Valencia', 'short_title': 'VAL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '1'}","{'h': '0.78681', 'a': '3.16129'}",2023-12-16 20:00:00,"{'w': 0.059866770164321716, 'd': 0.1067784816368086, 'l': 0.8333534815006411}",d
22863,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '208', 'title': 'Almeria', 'short_title': 'ALM'}","{'h': '3', 'a': '2'}","{'h': '4.04903', 'a': '1.39703'}",2023-12-20 18:00:00,"{'w': 0.8261567915213566, 'd': 0.09460917245574793, 'l': 0.07921116358123016}",w
22870,True,a,"{'id': '144', 'title': 'Las Palmas', 'short_title': 'LPL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '2'}","{'h': '0.967341', 'a': '2.3608'}",2024-01-04 20:30:00,"{'w': 0.13816917396017347, 'd': 0.17822906762764582, 'l': 0.6836017250922103}",w
22891,True,a,"{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '2', 'a': '4'}","{'h': '1.61122', 'a': '2.71025'}",2024-01-21 17:30:00,"{'w': 0.21511151394884925, 'd': 0.17534524482029523, 'l': 0.6095430499469887}",w
22896,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': '3', 'a': '5'}","{'h': '2.02779', 'a': '2.36875'}",2024-01-27 17:30:00,"{'w': 0.34009555037545014, 'd': 0.19437869296007504, 'l': 0.46552571723899533}",l
22878,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '157', 'title': 'Osasuna', 'short_title': 'OSA'}","{'h': '1', 'a': '0'}","{'h': '2.21737', 'a': '1.41966'}",2024-01-31 18:00:00,"{'w': 0.5561232028404178, 'd': 0.20236747984575468, 'l': 0.2415093024076255}",w
22910,True,a,"{'id': '158', 'title': 'Alaves', 'short_title': 'ALA'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '3'}","{'h': '1.04716', 'a': '1.55781'}",2024-02-03 17:30:00,"{'w': 0.2550218402568711, 'd': 0.2535143504454686, 'l': 0.4914638091594089}",w
22916,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '155', 'title': 'Granada', 'short_title': 'GRA'}","{'h': '3', 'a': '3'}","{'h': '2.5229', 'a': '1.20453'}",2024-02-11 20:00:00,"{'w': 0.6602020314036976, 'd': 0.17547553330671545, 'l': 0.16432235766326866}",d
22930,True,a,"{'id': '152', 'title': 'Celta Vigo', 'short_title': 'CEL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '2'}","{'h': '0.636492', 'a': '1.5046'}",2024-02-17 17:30:00,"{'w': 0.15668162427371018, 'd': 0.2600697494014121, 'l': 0.5832486262389762}",w
22936,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '4', 'a': '0'}","{'h': '2.65095', 'a': '0.316762'}",2024-02-24 15:15:00,"{'w': 0.8675460558956983, 'd': 0.1045561874407509, 'l': 0.02789761180674518}",w
22945,True,a,"{'id': '147', 'title': 'Athletic Club', 'short_title': 'ATH'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '0', 'a': '0'}","{'h': '0.468397', 'a': '0.714592'}",2024-03-03 20:00:00,"{'w': 0.21283313970686818, 'd': 0.41781131209021655, 'l': 0.36935554820291255}",d
22956,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': '1', 'a': '0'}","{'h': '2.06225', 'a': '0.504754'}",2024-03-08 20:00:00,"{'w': 0.7411841075516112, 'd': 0.18003493304061108, 'l': 0.07878095362171302}",w
22965,True,a,"{'id': '143', 'title': 'Atletico Madrid', 'short_title': 'ATL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '0', 'a': '3'}","{'h': '0.570805', 'a': '1.94966'}",2024-03-17 20:00:00,"{'w': 0.09910655480549167, 'd': 0.19812570479694439, 'l': 0.7027677376298965}",w
22976,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '144', 'title': 'Las Palmas', 'short_title': 'LPL'}","{'h': '1', 'a': '0'}","{'h': '1.72947', 'a': '0.314295'}",2024-03-30 20:00:00,"{'w': 0.7285839853741212, 'd': 0.21011985966590102, 'l': 0.06129615439710328}",w
22992,True,a,"{'id': '261', 'title': 'Cadiz', 'short_title': 'CAD'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '0', 'a': '1'}","{'h': '0.79048', 'a': '0.833415'}",2024-04-13 19:00:00,"{'w': 0.3127748381816911, 'd': 0.3500189508819522, 'l': 0.3372062109363231}",w
23000,True,a,"{'id': '150', 'title': 'Real Madrid', 'short_title': 'RMA'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '3', 'a': '2'}","{'h': '2.7698', 'a': '1.34666'}",2024-04-21 19:00:00,"{'w': 0.6725671026969882, 'd': 0.16369731728310363, 'l': 0.16373532950211167}",l
23006,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '146', 'title': 'Valencia', 'short_title': 'VAL'}","{'h': '4', 'a': '2'}","{'h': '2.59636', 'a': '1.49346'}",2024-04-29 19:00:00,"{'w': 0.6129841985670612, 'd': 0.1794158547219183, 'l': 0.20759983510874577}",w
23019,True,a,"{'id': '223', 'title': 'Girona', 'short_title': 'GIR'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '4', 'a': '2'}","{'h': '2.31519', 'a': '2.6053'}",2024-05-04 16:30:00,"{'w': 0.35747085156378383, 'd': 0.1837099372303688, 'l': 0.45881906880748635}",l
23027,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '140', 'title': 'Real Sociedad', 'short_title': 'SOC'}","{'h': '2', 'a': '0'}","{'h': '1.66029', 'a': '0.799193'}",2024-05-13 19:00:00,"{'w': 0.5787907948897775, 'd': 0.24255772053809807, 'l': 0.1786514842466868}",w
23035,True,a,"{'id': '208', 'title': 'Almeria', 'short_title': 'ALM'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '0', 'a': '2'}","{'h': '1.03949', 'a': '2.13122'}",2024-05-16 19:30:00,"{'w': 0.17546714329781643, 'd': 0.20106071894067473, 'l': 0.623472128872107}",w
23047,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'h': '3', 'a': '0'}","{'h': '1.69959', 'a': '1.68527'}",2024-05-19 17:00:00,"{'w': 0.389486638258891, 'd': 0.22699105003424144, 'l': 0.3835223108634822}",w
23062,True,a,"{'id': '138', 'title': 'Sevilla', 'short_title': 'SEV'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '2'}","{'h': '1.96266', 'a': '1.4772'}",2024-05-26 19:00:00,"{'w': 0.49023501531013797, 'd': 0.21857346843317652, 'l': 0.29119151316876024}",w
